category,storage_type,shelf_life_days,days_remaining_at_purchase,days_until_expiry,risk_level
5,1,7,5,5,High
1,1,23,22,22,Medium
0,2,3,3,3,Medium
1,1,30,27,26,High
7,1,2,2,2,Medium
1,1,7,6,4,Low
5,1,8,6,6,High
0,2,4,4,1,Medium
4,0,295,285,285,Medium
1,1,14,13,13,Medium
2,1,5,5,5,Medium
0,2,2,1,1,High
3,1,3,3,1,Medium
8,0,5,5,2,Medium
5,1,5,4,1,Low
0,2,3,2,1,High
7,1,4,3,1,Medium
7,1,4,3,1,Low
2,1,21,16,16,Medium
0,2,6,4,1,Medium
5,1,3,2,0,High
4,0,153,145,142,High
6,1,18,18,18,Low
2,1,27,21,21,Medium
5,1,9,9,6,Medium
7,1,2,2,0,Low
7,0,2,2,0,Medium
4,0,153,126,123,Low
2,1,26,18,17,Low
5,1,7,6,4,High
6,1,6,6,6,Low
3,1,11,10,7,High
1,1,27,27,26,Low
6,1,11,9,8,High
8,0,7,6,3,Low
2,1,24,21,18,High
4,0,245,181,179,Medium
4,0,197,162,160,Medium
2,1,21,16,16,Medium
5,1,6,4,1,High
0,2,5,5,4,Low
3,1,11,11,8,High
5,1,10,9,9,High
7,1,2,2,0,High
5,1,5,4,4,High
6,1,20,14,11,Medium
8,0,5,4,4,Low
2,1,20,15,14,Low
4,0,150,123,120,Medium
4,0,294,292,289,High
0,2,6,5,5,High
3,1,3,2,0,High
0,2,6,6,4,Low
3,1,10,8,6,Medium
6,1,9,7,7,Low
0,2,2,1,1,High
7,1,3,3,1,Medium
1,1,24,19,18,Low
6,1,14,10,10,Medium
4,0,350,340,340,Medium
6,1,9,8,5,High
3,1,3,3,0,Low
8,0,6,4,1,High
1,1,10,10,8,High
6,1,21,21,21,Low
2,1,8,6,4,High
2,1,19,16,14,Low
7,1,2,1,0,Low
1,1,8,6,3,High
2,1,7,7,4,Low
8,1,3,2,0,High
2,1,13,12,10,Medium
3,1,4,3,1,High
6,1,15,15,12,Low
6,1,21,15,12,Low
0,2,6,5,3,Low
8,0,2,1,0,High
3,1,8,8,8,Medium
7,1,2,1,0,Medium
0,2,2,1,1,High
0,2,3,2,2,High
8,1,4,3,2,Medium
2,1,30,30,30,Low
3,1,4,3,1,Medium
4,0,264,188,188,Medium
8,0,2,1,0,Medium
6,1,9,9,7,Medium
6,1,20,16,15,High
3,1,4,3,2,Medium
4,0,302,274,274,Medium
1,1,21,17,16,Low
8,0,3,2,0,High
6,1,9,9,9,Low
5,0,6,5,5,Medium
7,1,5,4,2,Medium
7,1,2,2,2,Low
1,1,25,18,17,Medium
0,2,3,3,2,Low
3,1,5,4,4,High
8,1,2,1,0,High
0,2,5,4,2,Low
3,1,12,8,6,High
8,1,6,5,3,Low
7,1,3,2,2,Medium
7,1,1,0,0,High
4,0,128,96,94,Medium
7,1,1,0,0,High
3,1,7,6,4,High
5,1,4,3,2,Medium
3,1,9,7,7,Low
4,0,227,172,172,High
7,1,1,0,0,High
5,1,8,6,4,Low
3,1,9,9,6,Medium
1,1,29,22,20,Low
7,1,5,4,1,Medium
6,1,16,15,13,High
0,2,5,5,5,Low
7,1,3,3,2,Medium
8,0,2,2,1,Medium
0,2,7,5,2,High
5,1,10,10,9,Low
1,1,12,11,8,Medium
7,1,1,0,0,High
8,1,7,5,5,High
1,1,25,18,17,Medium
0,2,3,3,3,Low
8,0,6,4,1,High
0,2,2,1,0,Medium
0,2,7,6,6,High
2,1,7,7,7,Low
1,1,12,10,8,Low
6,1,12,8,8,Medium
4,0,349,257,257,Low
8,1,3,2,0,High
5,1,3,2,2,Medium
3,1,9,6,4,Low
8,1,4,3,0,Medium
0,2,7,7,7,Low
5,1,5,4,1,High
1,1,16,13,10,Low
2,1,26,21,18,High
5,1,3,2,0,High
0,2,6,5,3,High
5,1,3,3,3,Low
1,1,14,12,9,Low
7,1,2,1,0,Medium
4,0,251,226,225,Low
8,0,6,5,4,High
7,1,5,5,3,Low
7,1,3,2,0,High
4,0,302,214,213,Low
2,1,20,19,19,High
3,1,3,3,0,Low
8,1,5,5,5,High
6,2,17,14,11,High
1,1,15,12,9,Low
2,1,25,23,21,High
5,1,4,4,2,Medium
4,0,212,157,154,Low
2,1,20,20,18,Low
2,1,16,12,10,Low
8,1,3,3,3,High
6,1,11,11,9,High
3,1,5,4,3,High
5,1,10,10,9,Medium
8,1,4,3,0,Medium
4,0,178,120,120,Low
5,1,4,3,3,High
1,1,20,20,17,Medium
1,1,12,9,8,High
1,1,8,7,4,Medium
4,0,107,89,89,Medium
4,0,212,173,172,Low
4,0,159,140,139,High
6,2,9,8,6,Low
2,1,6,4,4,High
5,1,4,4,3,Low
7,1,4,4,2,High
4,0,185,131,129,Low
5,1,10,9,6,Low
7,1,1,1,1,Medium
1,1,21,14,14,Low
4,0,344,333,332,Low
5,0,7,5,5,Low
2,1,8,7,4,Medium
7,1,3,3,3,Low
1,1,15,14,11,Low
2,1,24,19,18,High
2,1,5,4,1,High
4,0,297,269,266,High
3,1,13,13,10,Low
4,0,331,260,259,Medium
1,1,28,26,26,Medium
0,2,3,2,1,Medium
1,1,28,24,22,Medium
3,1,9,9,7,Low
5,1,6,6,4,High
2,1,28,22,20,Low
3,1,11,11,8,Low
0,2,3,3,2,Medium
0,2,5,4,3,Low
1,1,30,27,25,Low
1,1,9,8,5,Low
6,1,5,5,5,Medium
7,1,2,2,0,Low
0,2,5,5,5,High
1,1,8,7,4,Medium
1,1,26,20,20,High
1,1,17,16,13,Medium
0,2,3,3,0,Medium
8,1,7,5,3,Medium
8,1,6,4,4,Low
2,1,28,21,18,Low
0,2,6,6,5,Medium
6,1,3,2,1,Low
8,0,5,4,2,High
4,0,164,159,157,Low
2,1,8,8,7,Low
8,1,4,3,2,Low
0,2,5,5,5,Low
7,1,4,4,3,Medium
2,1,19,15,12,High
8,0,6,4,4,High
1,1,20,15,13,Medium
4,0,101,88,86,High
2,1,20,15,15,Low
0,2,7,5,5,Low
4,0,276,268,267,Medium
4,0,256,199,199,Low
2,1,17,13,13,Medium
7,1,1,0,0,High
1,1,17,15,13,Low
0,2,3,3,0,Medium
5,1,8,7,4,High
1,1,22,16,15,Medium
0,2,6,4,4,High
5,1,4,4,4,Low
4,0,247,166,164,High
7,1,2,2,2,Medium
5,1,3,3,3,Medium
4,0,138,99,99,High
5,1,3,2,0,Medium
1,1,23,23,22,Low
7,1,5,4,1,High
5,0,4,4,2,High
3,1,4,3,3,High
6,2,21,15,12,Medium
1,1,13,11,9,High
3,1,14,12,10,Medium
0,2,2,1,1,Medium
3,1,7,5,4,High
3,1,7,5,5,High
3,1,10,7,4,High
3,1,11,9,9,Low
8,1,2,2,1,Low
0,2,4,3,3,High
0,2,7,6,5,Low
8,1,3,2,0,High
5,1,8,8,8,Medium
4,0,330,313,311,High
2,1,13,12,11,Low
4,0,219,198,198,Low
3,0,8,6,4,Medium
3,1,9,9,8,Medium
2,1,17,15,14,Medium
2,1,24,20,18,Low
8,0,6,6,3,Low
0,2,7,5,4,Medium
5,1,3,2,0,Low
7,1,2,1,1,Medium
7,1,2,2,1,Medium
5,1,5,5,5,High
1,1,13,13,12,Low
4,0,236,177,177,Low
5,1,4,4,4,Medium
1,1,15,15,12,High
8,0,7,7,5,High
8,1,3,2,2,Medium
6,1,15,11,11,Low
3,1,9,6,6,Medium
1,1,9,8,6,High
3,1,9,8,8,High
0,2,4,4,2,Low
5,1,6,4,1,High
0,2,6,4,4,Low
6,1,9,8,7,Medium
3,1,12,12,9,Medium
7,1,3,2,0,High
7,1,4,4,1,Medium
5,1,5,5,3,Low
4,0,177,132,131,High
4,0,66,52,51,Low
3,1,5,4,2,Low
8,1,4,3,2,Medium
8,1,4,4,1,Medium
1,1,17,15,15,Low
0,2,7,7,7,Low
2,1,19,17,17,High
3,1,11,9,8,Low
2,1,9,7,5,Low
7,1,3,2,0,Medium
0,2,4,4,2,Medium
7,1,1,0,0,High
0,2,6,6,4,High
6,1,5,4,4,High
2,1,13,10,10,High
3,0,8,7,4,High
7,1,4,3,2,Medium
5,1,3,2,0,Medium
5,1,10,9,8,High
3,1,3,3,3,Low
1,1,10,10,9,Low
2,1,7,7,7,Medium
2,1,10,10,7,Low
5,1,7,6,5,High
5,0,10,7,4,High
2,1,24,18,16,High
3,1,13,11,10,High
0,2,7,7,6,Low
6,1,8,7,7,High
5,1,5,4,3,Medium
7,1,2,1,0,High
5,0,7,5,3,High
6,1,15,11,9,Low
0,2,5,5,5,Medium
6,2,12,11,8,Low
3,1,14,10,7,High
3,1,14,13,12,Low
3,1,9,6,5,High
3,1,9,6,6,Medium
8,1,2,2,1,Medium
0,2,7,6,3,Low
4,0,255,218,218,High
2,1,7,5,5,High
7,1,2,2,2,Low
5,0,8,8,7,High
2,1,25,18,16,High
2,1,8,6,4,High
0,2,7,7,7,Medium
8,0,2,1,0,High
1,1,24,23,22,Medium
8,1,6,6,4,High
4,0,68,52,52,Medium
5,1,9,7,7,Low
6,1,4,3,3,Low
8,0,7,7,4,Low
0,2,5,4,2,Medium
3,1,12,9,8,Low
3,1,14,10,8,Low
8,1,7,7,5,Medium
2,1,27,22,22,Medium
4,0,139,100,99,Medium
3,1,13,11,9,High
2,1,16,15,14,Low
2,1,18,13,13,Medium
6,1,5,4,4,Medium
4,0,112,87,86,Low
3,1,13,13,13,Low
6,1,16,12,9,Medium
8,0,4,4,2,Medium
1,1,18,13,13,Medium
0,2,5,5,2,Medium
2,0,19,18,16,High
5,1,10,7,6,Medium
2,1,20,15,12,Low
2,1,30,25,23,Medium
0,2,4,3,2,Medium
1,1,25,22,20,High
2,1,16,12,9,Low
6,1,19,13,10,Low
7,1,2,2,0,High
0,2,6,5,4,High
7,1,2,1,0,High
4,0,335,250,249,Low
4,0,247,201,201,Medium
8,0,3,3,2,High
0,2,4,4,2,Low
4,0,357,256,253,High
8,1,3,3,2,Medium
7,1,3,3,2,Low
6,1,5,4,3,Medium
2,1,10,7,4,High
6,1,14,11,11,High
6,1,11,11,9,Medium
5,1,9,7,6,Medium
3,1,6,5,3,Low
4,0,280,247,246,Medium
0,2,2,1,1,Medium
8,1,7,5,4,Low
4,0,209,158,155,High
3,1,13,12,9,Medium
7,1,5,4,4,Medium
5,1,5,4,4,Low
8,1,3,2,0,High
2,1,26,25,25,High
2,1,5,4,1,Low
7,1,1,1,0,Low
4,0,289,208,205,Medium
4,0,86,78,75,Medium
7,1,3,2,0,Medium
2,1,26,18,17,Low
8,0,4,3,0,High
8,1,2,1,0,High
2,1,15,12,11,Medium
7,1,1,0,0,High
6,2,20,17,14,Medium
0,2,3,2,2,Medium
3,1,13,11,11,High
4,0,228,170,169,High
1,1,7,6,4,Medium
3,1,7,7,5,High
2,1,21,15,13,Low
0,2,5,5,4,Low
8,0,6,6,5,Low
6,2,18,18,17,High
3,1,11,10,7,High
3,1,12,12,9,Low
6,1,17,15,14,Low
1,1,21,19,17,Medium
1,1,27,20,20,Medium
5,1,7,6,6,Medium
0,2,5,4,1,Low
6,1,18,12,11,Low
7,1,1,1,0,Low
8,1,7,5,5,High
6,1,12,9,7,Medium
4,0,98,90,88,High
0,2,6,6,4,Medium
8,0,5,4,4,High
3,1,7,7,7,Medium
1,1,15,12,9,Medium
4,0,307,231,229,Medium
1,1,21,18,16,High
5,1,9,6,4,High
1,1,7,6,6,Medium
8,1,4,4,3,Low
6,1,16,11,11,High
2,1,29,29,29,High
7,1,2,1,0,Low
1,1,18,13,12,Medium
5,0,3,3,2,High
3,1,14,13,12,High
5,0,8,8,6,High
5,1,4,4,4,Medium
6,1,17,17,15,Low
2,1,25,17,15,High
3,1,12,9,9,High
5,0,5,5,3,High
8,0,2,2,2,High
8,0,6,6,5,Medium
5,0,8,7,5,Low
3,1,14,13,12,Low
2,1,5,4,4,High
3,1,7,5,2,High
3,1,7,7,4,Low
4,0,319,249,248,Medium
0,2,3,3,2,Low
3,1,11,9,7,Low
7,1,5,4,3,High
8,1,5,4,3,Medium
0,2,6,4,1,High
1,1,9,7,5,High
4,0,268,215,213,Low
4,0,220,158,156,Low
0,2,7,6,6,Medium
4,0,244,206,205,Medium
0,2,4,3,2,Low
4,0,88,84,83,High
5,1,9,9,9,Low
5,1,4,4,4,Medium
4,0,104,85,82,Low
5,0,8,8,7,Medium
4,0,80,55,52,Medium
4,0,269,262,262,Low
3,1,3,3,1,Medium
6,2,3,3,0,Low
8,1,7,5,2,Medium
6,2,3,3,2,Low
5,0,5,5,4,Medium
7,1,3,3,1,High
3,1,14,11,8,Medium
4,0,226,204,204,Low
0,2,2,2,0,Low
4,0,327,311,311,Medium
8,1,5,4,4,Low
0,2,2,1,0,High
7,1,5,4,3,Medium
2,1,15,15,14,Low
0,2,3,2,1,High
3,1,6,4,1,High
8,0,7,6,3,Low
1,1,21,16,15,Medium
5,1,3,3,0,High
1,1,25,22,20,Medium
2,1,5,5,2,Low
1,1,29,26,26,High
1,1,15,14,11,Medium
5,0,8,6,4,High
0,2,4,3,3,High
1,1,12,11,9,Low
7,1,2,2,0,High
3,1,5,5,4,Low
4,0,125,115,112,Low
5,0,4,4,4,High
3,1,12,9,7,Low
6,1,12,8,7,High
2,1,22,17,16,Low
3,1,7,7,5,Medium
5,0,10,9,8,Medium
2,1,25,20,17,High
2,1,20,17,14,Low
3,1,13,12,11,Medium
1,1,8,7,5,Medium
4,0,193,176,175,Low
2,1,25,22,22,High
5,1,7,5,2,High
4,0,62,52,52,Low
8,1,2,1,0,Medium
5,1,4,4,2,Low
6,1,14,12,12,Medium
1,1,29,24,24,Low
2,1,19,19,17,Medium
3,1,10,8,7,High
2,1,9,7,5,High
4,0,140,124,124,Low
3,1,8,6,4,Medium
5,0,5,4,4,High
8,0,2,2,2,High
1,1,22,20,18,Low
4,0,312,304,302,Low
4,0,212,205,205,High
8,0,3,2,1,High
2,1,18,13,10,Low
4,0,96,66,63,Low
3,1,12,11,9,Low
4,0,160,107,107,Low
8,1,6,4,3,High
0,2,3,3,1,Low
1,1,21,19,17,High
6,1,4,3,3,High
6,1,19,17,17,Medium
3,1,12,9,9,High
2,1,8,7,4,Low
3,1,8,7,6,High
1,1,8,8,7,High
5,1,8,6,5,Medium
2,1,20,14,13,Medium
3,1,9,8,5,Low
3,1,8,7,5,High
5,1,3,2,2,High
0,2,3,2,0,Medium
6,1,19,18,16,Low
1,1,27,20,19,Low
6,1,18,14,12,High
0,2,4,3,1,High
1,1,7,7,6,Medium
7,1,1,1,0,Medium
7,1,3,3,3,Medium
5,1,7,7,6,Medium
7,1,1,0,0,High
2,1,22,18,18,Medium
0,2,7,7,5,High
6,1,15,13,10,Medium
8,1,7,7,5,Medium
0,2,4,3,3,Medium
2,1,21,17,17,Medium
5,1,4,4,2,High
3,1,11,10,10,Medium
8,0,2,2,2,Low
2,1,21,20,19,Low
8,0,3,3,2,Medium
7,1,5,4,3,High
0,2,2,2,2,High
1,1,16,14,14,Low
8,0,5,4,1,High
2,1,19,14,13,Medium
2,1,27,21,18,Low
5,0,6,4,3,High
2,1,8,6,3,Low
0,2,4,3,3,Low
2,1,8,6,4,Medium
5,1,10,8,5,Medium
5,1,10,8,7,Low
2,1,7,7,7,Medium
6,1,12,10,10,Medium
6,1,3,2,0,Low
0,2,7,6,6,Medium
7,1,4,3,3,Medium
8,1,5,5,4,High
2,1,24,21,20,Medium
7,1,4,4,4,Medium
6,1,9,7,4,Medium
7,1,3,2,0,Medium
3,1,11,11,8,Medium
0,2,2,2,0,Medium
3,1,13,10,7,High
7,1,5,4,1,High
1,1,25,25,22,Low
0,2,3,2,2,High
6,1,15,10,10,Low
3,1,12,12,12,Low
7,1,3,3,3,Medium
3,1,4,3,2,Low
2,1,14,13,11,High
5,0,4,4,3,Low
2,1,22,21,19,High
8,0,4,4,4,Low
8,0,5,4,2,High
5,1,7,7,5,Low
1,1,13,9,8,Medium
5,1,5,4,2,High
7,1,3,3,0,High
1,1,21,19,18,Low
6,1,17,17,17,Low
4,0,334,277,276,Low
1,1,20,16,16,Low
3,1,8,6,6,Medium
4,0,222,173,170,Medium
0,2,7,6,6,Low
0,2,2,1,1,High
1,1,13,11,10,High
6,1,17,16,13,Low
3,1,13,10,10,High
2,1,17,17,17,Low
8,1,3,2,2,Medium
3,1,6,4,2,Low
2,1,22,16,13,Medium
1,1,14,11,11,Low
4,0,141,95,94,High
1,1,22,17,15,High
4,0,149,135,134,Low
7,1,5,4,3,High
5,0,4,3,1,High
4,0,131,115,115,Medium
0,2,3,3,3,High
6,2,19,16,14,High
7,1,2,2,1,Low
0,2,4,4,4,Low
8,0,7,5,5,Medium
1,1,16,16,13,Low
2,1,17,12,11,High
8,0,2,1,0,High
3,1,5,4,3,Medium
6,1,7,6,6,Low
0,2,6,4,3,Low
6,1,7,5,3,High
0,2,3,3,2,Low
6,1,19,18,15,Low
8,1,6,6,6,Medium
1,1,15,12,11,Medium
2,1,25,21,21,Low
2,1,29,23,23,Low
4,0,183,124,123,Low
6,1,9,6,5,Low
0,2,5,4,1,Low
2,1,29,26,23,Low
5,1,5,5,4,Low
1,1,13,12,12,Low
3,1,3,2,1,Medium
4,0,76,52,52,Low
7,1,5,5,4,Medium
0,2,6,4,3,High
6,1,11,8,6,High
2,1,19,19,18,Low
0,2,6,5,3,Low
6,2,13,12,9,High
4,0,162,115,114,Low
8,1,3,2,0,Medium
0,2,4,3,2,High
6,1,4,3,2,High
1,1,16,11,8,Medium
8,1,7,6,4,High
7,1,3,3,3,High
2,1,7,7,4,High
5,1,9,6,3,Low
4,0,323,303,302,Low
0,2,5,5,2,Low
4,0,152,115,112,Low
8,0,2,2,1,Medium
8,0,2,2,2,Low
0,2,5,4,3,Low
0,2,4,3,1,Low
8,1,4,4,1,Medium
6,1,17,16,15,Low
7,1,4,4,3,High
1,1,28,19,16,Low
1,1,22,22,20,Medium
8,0,2,1,0,High
4,0,285,262,259,Medium
5,0,8,6,4,Medium
0,2,4,4,4,Low
0,2,5,4,3,High
5,1,7,7,7,Medium
3,1,5,4,2,Low
2,1,22,18,18,High
0,2,4,3,1,Medium
6,1,18,15,12,High
3,1,11,11,9,Medium
8,1,2,2,1,Low
7,1,4,4,1,Medium
0,2,5,5,4,Low
7,1,5,4,4,Low
3,1,7,7,4,Medium
4,0,166,131,131,Medium
6,1,13,10,9,Low
3,1,3,2,2,High
8,1,4,3,0,High
2,1,7,6,4,High
5,1,4,4,3,Medium
8,1,3,3,1,Low
6,1,14,10,10,Medium
8,0,2,1,0,High
7,1,4,4,3,High
7,1,5,5,3,High
0,2,5,4,3,Low
3,1,12,8,7,High
7,1,5,5,3,High
0,2,2,1,1,Low
2,1,23,18,18,Low
8,0,4,3,3,Medium
5,1,5,5,2,Medium
8,0,5,4,3,Medium
6,1,4,4,1,Low
8,1,6,5,5,High
0,2,2,2,0,Medium
2,1,8,7,4,Medium
5,1,7,5,2,Medium
2,1,16,13,13,Medium
3,1,8,8,7,High
4,0,93,75,75,Low
5,1,10,7,4,Medium
2,1,21,18,18,Medium
7,1,5,5,2,High
8,1,2,2,2,Low
6,1,15,14,13,High
4,0,339,250,248,Low
6,1,21,21,19,Low
4,0,303,287,285,High
7,1,1,1,0,High
6,1,21,17,16,High
5,0,10,8,5,High
3,1,7,5,4,Low
6,1,18,14,11,Medium
0,2,7,5,5,Medium
4,0,365,301,298,High
3,1,7,6,4,Medium
5,1,7,7,6,Low
6,1,7,6,6,Medium
8,1,5,4,4,Low
1,1,7,7,5,High
3,1,4,3,3,Low
4,0,188,150,148,Low
3,1,4,4,3,High
3,0,14,11,8,High
6,1,12,9,9,Medium
6,1,15,10,9,High
8,1,6,5,3,High
2,1,26,19,18,High
0,2,3,3,3,Medium
4,0,264,260,258,High
0,2,5,4,3,Low
1,1,20,14,13,High
4,0,180,157,155,Medium
3,1,12,10,7,Medium
4,0,315,226,225,Low
7,1,3,3,1,Low
1,2,28,24,23,Medium
3,1,9,6,3,High
7,1,1,0,0,High
7,1,2,2,1,Medium
6,1,5,4,4,Low
0,2,7,6,5,Low
0,2,3,3,1,High
2,1,16,15,13,High
8,1,3,3,0,Low
6,1,15,15,13,Medium
5,1,6,5,5,Low
0,2,7,7,7,Low
8,0,6,6,6,Medium
3,1,8,6,6,Low
1,1,21,20,17,Medium
7,1,4,4,2,Medium
8,1,4,3,3,High
8,0,4,4,3,High
4,0,259,179,178,Medium
0,2,7,5,4,Medium
1,1,10,8,8,Medium
6,1,20,14,12,Low
6,1,4,3,0,High
5,1,9,7,7,High
2,1,19,17,14,Medium
7,1,1,0,0,High
5,1,3,3,1,Low
7,1,4,3,1,Low
2,1,21,16,13,Medium
4,0,185,164,163,Low
2,1,9,6,6,Medium
0,2,6,5,3,Low
0,2,6,6,4,High
3,1,3,2,1,Medium
1,1,13,11,9,Low
0,2,2,2,0,Low
1,1,30,20,17,Medium
7,1,5,5,5,Low
3,1,13,11,9,High
1,1,8,6,4,Low
8,1,4,3,1,Medium
4,0,71,69,66,Medium
2,1,19,16,16,Low
7,1,5,5,5,Medium
5,1,10,10,8,Low
2,1,21,14,11,Low
8,0,4,3,2,Medium
1,1,14,10,9,Medium
0,2,7,5,4,Low
4,0,322,258,255,Medium
3,1,6,6,6,Medium
8,0,5,5,3,Medium
5,1,9,9,8,Medium
8,1,5,5,4,Medium
4,0,321,316,315,Low
8,1,6,4,3,High
5,0,3,3,1,Low
7,1,2,2,0,Low
1,1,19,16,14,Low
7,1,5,5,5,High
1,1,27,21,18,Low
3,1,11,9,8,High
1,1,27,19,19,Low
1,1,8,8,7,Low
1,1,23,22,19,Medium
8,0,4,4,3,High
4,0,166,152,149,Low
0,2,2,1,1,Low
6,2,17,12,12,High
0,2,3,3,3,Medium
1,1,25,18,18,Medium
3,1,4,3,2,High
8,0,4,4,2,Low
1,1,26,21,18,Medium
6,1,16,14,11,Medium
3,1,11,10,8,Low
3,1,3,3,1,Medium
1,1,14,12,12,Medium
6,1,15,10,9,Medium
3,1,4,4,3,Medium
0,2,6,5,2,Medium
3,1,8,8,5,Low
2,1,12,10,8,Medium
2,1,23,20,20,Medium
5,0,10,10,7,Medium
5,1,5,4,2,Medium
2,1,25,20,18,Medium
1,1,17,14,14,High
2,1,14,11,8,Medium
2,1,22,17,15,Medium
3,1,13,10,10,Low
7,1,5,5,5,Low
5,1,6,6,6,Medium
4,0,151,121,120,High
4,0,139,130,128,Low
0,2,7,6,6,Low
3,0,7,5,2,High
5,1,3,2,2,High
4,0,227,179,177,Low
1,1,26,26,26,Medium
1,1,30,24,22,Low
7,1,2,1,0,High
4,0,231,214,212,Low
2,1,18,18,15,High
7,1,2,1,0,High
7,1,5,4,3,High
2,1,28,23,22,Low
1,1,26,25,25,Medium
2,1,18,18,15,Medium
7,1,3,3,1,Medium
7,1,5,4,1,Low
5,0,8,8,6,Medium
5,0,8,8,8,Medium
3,1,6,4,1,Medium
6,1,4,3,3,Medium
1,1,21,15,15,High
0,2,4,3,1,Low
1,1,12,12,11,Medium
7,1,2,1,0,High
3,1,3,2,1,High
3,1,7,6,5,Medium
2,1,9,7,6,Medium
3,1,12,8,7,High
6,1,19,14,13,Medium
5,1,10,7,7,High
3,1,6,6,5,Medium
1,1,17,14,12,Low
8,1,5,5,2,Low
3,1,10,10,9,Medium
4,0,161,133,132,Medium
7,1,1,1,0,Low
6,1,7,7,4,Medium
0,2,5,4,2,High
6,1,21,15,13,Medium
8,1,7,5,2,High
2,1,26,23,23,Medium
0,2,7,6,5,Medium
0,2,4,4,2,High
6,1,16,14,12,Low
6,1,15,15,15,Medium
1,1,23,16,14,Medium
3,1,7,5,4,High
3,1,14,10,8,Medium
1,1,21,14,11,Low
4,0,249,172,171,High
3,1,9,8,6,Low
2,0,8,6,4,High
1,1,20,14,13,Low
5,1,7,6,4,Medium
4,0,137,95,95,High
3,1,13,13,11,Medium
4,0,154,106,105,Low
1,1,26,18,16,Medium
5,0,7,6,5,Medium
4,0,203,189,186,Low
4,0,112,87,87,Medium
4,0,287,218,218,Low
1,1,9,7,6,High
3,1,11,8,5,High
0,2,2,1,0,High
7,1,2,1,0,High
2,1,20,19,17,Low
8,0,7,6,4,High
3,1,6,6,4,Low
7,1,3,2,0,Medium
8,0,7,6,6,Medium
0,2,3,3,0,Medium
7,1,3,2,0,High
0,2,5,5,3,Low
4,0,152,151,148,Low
0,2,3,2,0,Medium
7,1,5,5,2,High
1,1,7,7,5,Low
6,2,3,2,0,High
2,1,14,12,10,Medium
0,2,7,6,3,Low
6,1,17,15,14,High
0,2,5,4,2,High
0,2,3,3,0,Low
3,1,10,9,9,Medium
2,1,9,9,6,Low
5,1,7,5,5,High
7,1,3,2,0,High
4,0,345,272,271,Low
3,1,6,6,5,Medium
1,1,30,30,30,Low
8,1,7,7,6,Medium
5,1,10,8,7,Low
6,1,5,5,2,Medium
2,1,28,24,24,Low
5,0,10,10,7,Medium
7,1,2,1,0,High
0,2,4,3,0,Low
3,1,14,11,10,Low
0,2,3,2,1,Low
0,2,5,4,3,Medium
8,0,6,6,4,Low
2,1,22,21,20,High
7,0,3,3,1,High
1,1,21,15,14,High
3,1,6,6,4,Medium
5,1,8,6,5,Medium
0,2,6,5,2,Medium
6,1,19,19,19,Low
4,0,186,157,156,Low
2,1,20,18,15,Low
1,1,12,9,6,Medium
0,2,3,3,1,Low
0,2,4,3,0,Low
6,1,19,16,15,Medium
1,1,23,22,20,Low
5,1,5,4,2,Low
0,2,4,3,1,Medium
4,0,257,186,183,Low
7,1,3,2,0,High
6,2,17,15,13,Medium
5,0,3,2,2,High
8,1,2,2,0,High
8,1,2,2,0,Low
4,0,258,219,219,Low
5,1,4,3,0,Medium
2,1,19,18,18,Medium
7,1,1,1,0,Medium
5,1,5,5,3,Low
8,1,6,4,4,Low
8,1,2,2,0,High
5,1,5,5,5,High
5,0,8,7,7,Low
3,1,5,4,4,High
3,1,7,5,4,Low
8,1,7,6,4,High
8,0,5,5,5,Low
6,1,12,11,10,Medium
2,1,27,24,24,High
0,2,6,6,6,High
7,1,3,2,0,Low
5,1,4,3,2,Medium
4,0,203,195,192,Low
1,1,14,14,13,Medium
3,1,5,4,1,Medium
5,1,8,7,7,High
8,0,2,1,0,High
6,1,3,3,0,Medium
7,1,4,4,2,Low
1,1,9,8,6,Low
5,1,3,3,1,High
0,2,4,3,1,Medium
5,1,4,3,2,High
8,0,6,4,1,High
0,2,2,2,2,Low
7,1,2,1,0,High
2,1,22,15,14,High
0,2,5,4,2,Medium
1,1,7,6,5,Medium
2,1,28,19,16,Medium
7,1,5,4,2,High
8,0,3,2,0,Medium
5,1,3,2,0,High
1,1,27,18,18,Medium
2,1,9,6,4,High
8,1,5,4,2,Low
3,1,13,12,12,Low
2,1,28,25,25,Medium
6,1,17,15,13,High
2,1,23,17,15,High
6,1,19,19,18,Low
4,0,80,76,76,High
1,1,28,27,27,Low
4,0,207,159,156,Low
4,0,186,127,126,Low
5,0,5,4,2,High
5,0,9,7,4,High
1,1,22,16,16,High
8,1,4,4,3,Medium
0,2,6,6,6,High
7,1,4,3,3,Medium
3,1,13,13,12,Low
8,0,5,4,4,Low
0,2,2,1,0,High
5,1,8,7,4,High
6,1,18,17,14,Medium
1,1,13,13,12,Medium
1,1,15,11,8,Low
7,1,5,4,1,Medium
2,1,27,27,26,Medium
2,1,28,26,24,High
1,1,22,17,17,Low
1,1,15,14,14,Medium
3,1,3,2,0,High
4,0,267,230,227,Medium
8,0,4,4,4,Medium
0,2,7,5,5,High
0,2,2,2,2,Low
0,2,5,4,3,High
0,2,4,3,3,Low
1,1,10,9,8,High
7,1,3,3,0,Medium
4,0,194,136,135,Low
3,1,14,12,10,Low
1,1,25,18,16,Medium
2,1,11,8,5,Medium
8,1,2,2,2,Medium
1,1,19,13,13,Low
0,2,2,2,0,Medium
3,1,14,12,10,High
